surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
yes,adult,534519,38.5,86.0,51.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,severe,,more_1_liter,2.0,absent,,65.0,75.0,serosanguious,2.0,yes,2205,0,0,no,euthanized
yes,adult,528570,37.5,60.0,30.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,3.5,,distend_small,35.0,6.0,cloudy,2.0,yes,2209,0,0,no,died
yes,adult,529461,38.3,112.0,14.0,cool,normal,bright_red,less_3_sec,depressed,absent,slight,slight,more_1_liter,7.0,normal,distend_small,57.0,8.1,serosanguious,4.5,yes,2208,0,0,no,died
no,adult,529461,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,severe_pain,hypomotile,moderate,slight,none,7.0,normal,,57.0,7.4,serosanguious,4.5,yes,2205,0,0,yes,euthanized
yes,adult,533942,38.2,76.0,20.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,none,7.0,,distend_large,46.0,46.0,clear,2.0,yes,3205,0,0,yes,euthanized
yes,adult,528620,36.0,100.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,significant,more_1_liter,5.5,absent,distend_large,57.0,7.5,serosanguious,2.0,yes,2205,0,0,no,euthanized
yes,adult,528548,38.6,68.0,14.0,cold,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,3.0,absent,distend_small,50.0,7.5,serosanguious,3.6,yes,2124,0,0,yes,lived
no,adult,530366,38.4,150.0,40.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,severe,significant,less_1_liter,2.0,absent,distend_large,48.0,6.5,serosanguious,2.0,no,1400,0,0,no,lived
yes,adult,527518,36.2,114.0,36.0,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,hypomotile,none,none,more_1_liter,6.5,normal,normal,45.0,7.5,cloudy,1.3,yes,11400,0,0,no,died
yes,young,5290402,39.8,120.0,20.0,cold,absent,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,,more_1_liter,4.0,,,36.0,4.9,serosanguious,5.0,yes,2205,0,0,no,euthanized
yes,adult,534756,40.3,64.0,36.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,slight,none,none,1.0,decreased,distend_small,41.0,54.0,serosanguious,2.0,yes,2209,0,0,no,lived
no,adult,530242,38.3,130.0,52.0,cool,reduced,bright_red,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5.5,decreased,,63.0,7.5,serosanguious,3.9,yes,3205,0,0,no,euthanized
yes,adult,534938,38.3,88.0,16.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,2.0,,distend_large,53.0,75.0,cloudy,2.0,no,3205,0,0,no,euthanized
yes,adult,528742,38.4,132.0,20.0,,reduced,bright_red,more_3_sec,depressed,absent,slight,slight,none,5.0,absent,distend_small,69.0,8.6,serosanguious,4.8,yes,2112,0,0,no,died
yes,adult,534756,38.0,104.0,24.0,warm,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,2.0,absent,distend_small,41.0,60.0,serosanguious,2.0,yes,2205,0,0,yes,lived
yes,adult,529640,38.6,72.0,30.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,none,4.5,,,45.0,6.2,cloudy,3.3,yes,2208,0,0,yes,lived
yes,adult,5288249,39.3,60.0,16.0,cool,normal,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,7.0,absent,distend_small,37.0,4.7,serosanguious,3.4,yes,7111,0,0,yes,died
yes,adult,535240,38.3,96.0,36.0,cool,normal,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,,more_1_liter,2.0,absent,distend_large,65.0,69.0,serosanguious,2.0,yes,3205,0,0,yes,died
yes,adult,528641,38.5,66.0,21.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,none,none,none,3.5,decreased,distend_small,44.0,7.6,cloudy,4.3,yes,2112,0,0,yes,lived
yes,adult,529272,38.1,44.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,normal,distend_small,39.0,6.6,cloudy,4.2,no,2205,0,0,yes,lived
yes,young,528702,39.4,114.0,36.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,none,none,4.4,decreased,,50.0,7.0,serosanguious,3.9,yes,2209,0,0,yes,died
no,adult,529796,38.6,50.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,3.0,decreased,firm,43.0,7.5,cloudy,2.6,no,3111,0,0,yes,lived
yes,adult,529667,39.3,129.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,none,none,2.0,absent,distend_small,57.0,46.0,serosanguious,2.0,yes,2113,0,0,yes,lived
yes,adult,534787,37.1,96.0,20.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,41.0,81.0,serosanguious,2.0,yes,2205,0,0,no,euthanized
yes,adult,534925,38.2,76.0,24.0,cool,normal,bright_red,less_3_sec,,absent,none,slight,more_1_liter,2.0,,distend_small,75.0,81.0,clear,2.0,yes,2112,0,0,no,lived
yes,adult,529518,37.9,50.0,16.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,38.0,6.6,clear,3.0,yes,3115,0,0,no,lived
yes,adult,528548,38.1,66.0,16.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,none,slight,none,3.0,absent,distend_small,50.0,6.7,,3.6,yes,2124,0,0,no,lived
no,adult,528996,38.0,54.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,more_1_liter,5.0,normal,distend_large,42.0,6.6,clear,5.0,no,0,0,0,yes,lived
yes,adult,534519,37.7,84.0,32.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,decreased,distend_small,75.0,81.0,,1.0,no,0,0,0,no,lived
yes,adult,530242,38.2,64.0,40.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,3.4,decreased,distend_small,47.0,7.4,cloudy,3.4,yes,2209,0,0,no,lived
yes,adult,533871,38.0,86.0,24.0,,reduced,pale_pink,less_3_sec,,hypomotile,moderate,,more_1_liter,2.0,,distend_large,55.0,65.0,cloudy,1.0,no,7209,0,0,no,euthanized
yes,adult,528469,38.1,52.0,24.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,absent,distend_small,54.0,7.5,clear,2.0,yes,2112,0,0,no,died
no,adult,530334,38.3,52.0,12.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,5.5,decreased,firm,35.0,6.5,cloudy,5.0,no,0,0,0,yes,lived
no,adult,529777,39.1,88.0,32.0,normal,normal,dark_cyanotic,more_3_sec,depressed,absent,none,slight,less_1_liter,7.0,absent,distend_small,68.0,7.0,clear,3.6,yes,2206,0,0,no,lived
yes,adult,528548,38.3,60.0,18.0,normal,reduced,pale_pink,less_3_sec,mild_pain,absent,slight,slight,none,3.0,absent,distend_small,43.0,8.1,clear,3.6,yes,2124,0,0,yes,lived
yes,adult,534784,36.0,108.0,30.0,cool,reduced,normal_pink,less_3_sec,extreme_pain,absent,severe,none,more_1_liter,2.0,absent,distend_large,66.0,81.0,serosanguious,2.0,yes,11400,0,0,yes,lived
yes,adult,529493,38.4,104.0,40.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.2,normal,distend_small,47.0,7.0,clear,3.6,yes,2209,0,0,yes,euthanized
yes,adult,534293,37.2,96.0,16.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,none,none,more_1_liter,2.0,,distend_small,52.0,82.0,serosanguious,2.0,yes,2209,0,0,no,euthanized
no,adult,530431,37.5,48.0,16.0,normal,normal,pale_pink,less_3_sec,alert,hypomotile,none,slight,none,7.0,normal,,48.0,8.5,clear,1.3,no,2113,0,0,yes,lived
yes,adult,528247,39.6,66.0,14.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_small,44.0,6.5,cloudy,2.6,yes,2208,0,0,no,euthanized
yes,young,5292489,38.8,84.0,40.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,increased,normal,47.0,8.0,cloudy,3.9,yes,7111,0,0,no,lived
yes,adult,529386,38.5,112.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,7.0,absent,distend_large,52.0,6.4,serosanguious,4.9,yes,9400,0,0,no,lived
yes,adult,528641,38.1,66.0,20.0,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,none,4.3,normal,distend_large,45.0,7.5,cloudy,2.6,yes,6111,0,0,yes,died
no,adult,535381,39.4,86.0,21.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_large,48.0,75.0,cloudy,2.0,yes,3205,0,0,no,euthanized
yes,adult,529667,38.3,48.0,12.0,warm,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.3,absent,distend_small,46.0,6.1,cloudy,2.6,yes,2205,0,0,no,lived
no,adult,528890,38.9,54.0,24.0,normal,normal,pale_pink,less_3_sec,alert,normal,slight,slight,,7.0,normal,normal,49.0,8.5,cloudy,8.0,no,0,0,0,yes,lived
yes,adult,535166,38.2,130.0,16.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,severe,,more_1_liter,2.0,decreased,normal,46.0,66.0,serosanguious,2.0,yes,5111,0,0,no,lived
yes,adult,529183,38.3,56.0,84.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,1.5,absent,distend_small,36.0,6.5,cloudy,3.6,yes,7111,0,0,yes,died
yes,adult,535043,39.0,100.0,51.0,cold,absent,dark_cyanotic,less_3_sec,depressed,absent,none,none,less_1_liter,2.0,,distend_small,66.0,13.0,serosanguious,2.0,yes,2113,0,0,no,euthanized
yes,adult,528523,37.1,72.0,44.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,3.0,absent,distend_small,43.0,4.5,serosanguious,3.6,yes,2208,0,0,yes,died
yes,adult,5290409,38.0,86.0,24.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,none,more_1_liter,4.5,absent,distend_large,65.0,7.6,serosanguious,3.4,yes,3205,0,0,no,died
no,adult,534787,38.0,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,slight,none,2.0,decreased,,37.0,75.0,,1.0,no,3111,0,0,no,euthanized
yes,adult,5292489,38.4,84.0,32.0,normal,normal,pale_pink,less_3_sec,depressed,hypermotile,none,slight,more_1_liter,7.0,decreased,firm,43.0,8.8,cloudy,5.3,yes,6111,0,0,yes,died
yes,adult,534917,38.8,44.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,4.4,absent,distend_small,40.0,67.0,cloudy,2.0,yes,2209,0,0,yes,lived
no,adult,528996,38.5,52.0,40.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.5,normal,distend_large,36.0,6.6,clear,5.0,no,0,0,0,yes,lived
yes,adult,529667,39.5,64.0,40.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,none,7.0,decreased,firm,39.0,6.5,cloudy,7.5,no,0,0,0,no,lived
yes,adult,535137,39.3,100.0,24.0,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,none,none,more_1_liter,2.0,,distend_small,66.0,66.0,serosanguious,2.0,yes,2113,0,0,no,lived
yes,adult,530478,37.6,42.0,40.0,normal,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_small,41.0,6.6,cloudy,4.1,yes,3205,0,0,yes,lived
yes,adult,533942,38.7,100.0,51.0,cool,absent,pale_pink,less_3_sec,depressed,absent,none,slight,more_1_liter,2.0,,distend_small,66.0,13.0,serosanguious,2.0,yes,2205,0,0,yes,euthanized
yes,adult,529135,38.3,84.0,24.0,normal,normal,bright_red,less_3_sec,depressed,absent,severe,none,more_1_liter,5.0,absent,distend_large,45.0,6.5,clear,4.9,yes,3205,0,0,no,died
no,adult,530242,37.2,108.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.0,decreased,firm,52.0,8.4,,7.4,yes,2207,0,0,no,euthanized
yes,adult,528702,38.3,66.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,44.0,6.0,serosanguious,3.6,yes,2208,0,0,yes,euthanized
yes,adult,533968,38.0,64.0,80.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,2.0,absent,distend_small,46.0,75.0,cloudy,1.0,yes,2113,0,0,no,lived
yes,adult,5294369,36.6,60.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,none,none,3.0,absent,distend_large,73.0,7.5,serosanguious,3.4,yes,4205,0,0,yes,died
yes,adult,527365,38.0,80.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,significant,more_1_liter,5.3,decreased,distend_large,68.0,4.5,cloudy,3.9,yes,7111,0,0,yes,died
yes,adult,528469,37.1,60.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,7.0,absent,distend_small,53.0,7.5,serosanguious,2.6,yes,2209,0,0,no,died
yes,adult,533696,37.1,60.0,12.0,cool,normal,pale_pink,less_3_sec,,absent,moderate,significant,less_1_liter,2.0,,,51.0,65.0,serosanguious,2.0,yes,3111,0,0,no,euthanized
no,adult,529461,40.3,114.0,36.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_large,57.0,8.1,serosanguious,4.5,yes,3205,0,0,yes,died
yes,adult,528461,38.6,52.0,20.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,none,none,more_1_liter,5.0,normal,distend_small,47.0,7.0,cloudy,2.8,no,2205,0,0,yes,died
yes,adult,533871,38.0,100.0,16.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,none,more_1_liter,2.0,decreased,distend_small,47.0,60.0,clear,2.0,no,1400,0,0,yes,died
no,adult,529386,39.3,66.0,16.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,6.5,decreased,distend_small,40.0,7.0,serosanguious,5.0,no,2208,0,0,yes,euthanized
yes,adult,535166,39.3,120.0,80.0,cool,absent,pale_cyanotic,less_3_sec,severe_pain,hypomotile,none,significant,more_1_liter,2.0,decreased,distend_large,53.0,65.0,cloudy,2.0,yes,3205,0,0,no,euthanized
yes,adult,529498,39.2,114.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,6.5,absent,distend_large,60.0,8.1,serosanguious,4.1,yes,2205,0,0,no,died
yes,adult,529386,39.1,64.0,21.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,3.0,absent,distend_large,39.0,7.5,clear,3.6,yes,3207,0,0,yes,lived
yes,adult,535130,38.2,52.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.5,decreased,distend_small,41.0,66.0,clear,2.0,yes,2206,0,0,yes,lived
no,adult,534197,38.7,54.0,12.0,cool,normal,pale_pink,less_3_sec,alert,normal,none,none,more_1_liter,5.0,normal,normal,37.0,56.0,cloudy,2.0,no,0,0,0,no,euthanized
no,adult,535130,37.5,60.0,16.0,cool,,pale_pink,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,55.0,55.0,serosanguious,2.0,no,0,0,0,no,euthanized
yes,adult,534917,37.1,84.0,40.0,cool,reduced,normal_pink,less_3_sec,depressed,absent,none,slight,less_1_liter,3.0,absent,distend_small,75.0,81.0,clear,2.0,yes,2112,0,0,no,lived
yes,adult,527365,38.4,76.0,16.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,6.5,absent,distend_small,33.0,6.2,serosanguious,6.5,yes,2205,0,0,yes,died
yes,adult,527463,38.3,75.0,32.0,normal,,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,5.0,,,35.0,74.0,cloudy,1.0,yes,2209,0,0,no,lived
yes,adult,527563,38.1,72.0,40.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,more_1_liter,4.5,,distend_small,54.0,7.5,serosanguious,2.6,yes,2205,0,0,no,died
no,adult,530001,38.6,42.0,16.0,normal,reduced,normal_pink,less_3_sec,depressed,hypomotile,none,slight,less_1_liter,7.0,absent,distend_large,47.0,7.2,cloudy,2.8,no,0,0,0,yes,died
yes,adult,533871,38.5,72.0,40.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,severe,slight,none,2.0,absent,distend_large,35.0,65.0,clear,2.0,yes,3111,0,0,no,lived
no,adult,529777,38.3,56.0,40.0,,,,less_3_sec,,hypomotile,,slight,,7.2,,,47.0,7.2,clear,2.6,no,2113,0,0,yes,lived
no,adult,530242,38.1,108.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,slight,,none,6.0,decreased,firm,52.0,8.2,cloudy,7.4,yes,2207,0,0,yes,euthanized
yes,adult,527883,39.0,64.0,90.0,warm,reduced,normal_pink,less_3_sec,,hypomotile,none,none,less_1_liter,6.5,decreased,distend_large,39.0,7.0,serosanguious,6.0,yes,31110,0,0,yes,lived
no,adult,532349,38.5,52.0,30.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,severe,none,more_1_liter,1.0,absent,distend_large,43.0,53.0,clear,2.0,no,3111,0,0,no,lived
yes,adult,528996,39.2,96.0,20.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,increased,firm,44.0,6.7,serosanguious,3.6,yes,2205,0,0,no,died
yes,adult,5287179,38.2,114.0,20.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,none,5.0,normal,distend_small,45.0,7.4,serosanguious,3.7,yes,3205,0,0,yes,lived
yes,adult,530254,38.6,80.0,32.0,cool,normal,pale_pink,less_3_sec,extreme_pain,absent,slight,none,more_1_liter,6.5,absent,distend_small,33.0,6.5,serosanguious,4.5,yes,3205,0,0,no,lived
no,adult,534787,38.5,48.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,7.0,,,36.0,60.0,clear,2.0,yes,3111,0,0,yes,euthanized
yes,adult,530693,38.5,86.0,40.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,,more_1_liter,5.5,absent,distend_small,57.0,7.5,serosanguious,3.4,yes,2112,0,0,no,died
yes,adult,530561,38.0,120.0,40.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.4,absent,distend_large,47.0,7.5,cloudy,2.0,yes,2205,0,0,no,lived
yes,adult,535043,37.3,72.0,30.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,2.0,absent,distend_large,65.0,13.0,serosanguious,2.0,yes,5400,0,0,no,euthanized
yes,adult,535338,38.5,129.0,48.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,,distend_large,57.0,66.0,,2.0,yes,2206,0,0,no,lived
yes,adult,529461,38.4,108.0,12.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_small,74.0,7.5,serosanguious,2.6,yes,5400,0,0,yes,died
yes,adult,528214,37.3,84.0,12.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,4.4,absent,distend_small,54.0,8.1,serosanguious,4.7,yes,2209,0,0,no,lived
yes,adult,528019,38.0,36.0,16.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,2.0,absent,distend_large,45.0,6.9,serosanguious,2.8,yes,3111,0,0,yes,lived
no,adult,530001,39.4,112.0,36.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,none,more_1_liter,2.0,,,58.0,7.0,serosanguious,3.9,yes,2206,0,0,no,euthanized
yes,adult,527365,38.2,42.0,14.0,cool,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,absent,distend_large,39.0,8.7,serosanguious,3.6,yes,3205,0,0,yes,died
yes,adult,529642,38.6,96.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.5,decreased,distend_small,60.0,7.5,clear,5.4,yes,2124,0,0,no,died
yes,young,5290409,39.1,164.0,84.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,severe,none,less_1_liter,5.5,decreased,,48.0,7.2,serosanguious,5.3,yes,2208,0,0,yes,died
no,young,528298,38.2,72.0,24.0,,,,less_3_sec,,,,,,5.5,,,30.0,5.7,clear,10.0,yes,3111,0,0,yes,died
yes,adult,528890,39.0,60.0,24.0,cold,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,4.5,absent,distend_large,54.0,8.6,serosanguious,4.1,yes,3205,0,0,no,died
yes,adult,528641,39.3,120.0,90.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,none,3.5,decreased,distend_large,69.0,6.0,serosanguious,5.3,yes,4205,0,0,no,died
yes,adult,529424,38.0,64.0,28.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,,7.0,normal,,40.0,7.0,clear,5.0,no,0,0,0,yes,lived
yes,adult,529483,38.3,88.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,none,slight,less_1_liter,6.2,decreased,distend_large,45.0,6.4,clear,2.6,yes,0,0,0,yes,lived
no,adult,529642,38.0,48.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,5.0,absent,distend_large,43.0,5.3,clear,2.6,yes,3111,0,0,yes,lived
yes,adult,529427,36.5,60.0,32.0,normal,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,decreased,distend_small,54.0,7.5,serosanguious,3.4,yes,2209,0,0,yes,died
no,adult,529642,37.7,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,none,less_1_liter,5.0,normal,normal,49.0,8.0,clear,7.0,no,0,0,0,yes,lived
yes,adult,533696,37.8,60.0,12.0,cool,normal,pale_pink,less_3_sec,,absent,moderate,none,more_1_liter,2.0,,,51.0,65.0,serosanguious,2.0,yes,3111,0,0,no,lived
yes,adult,528641,38.2,52.0,66.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,4.4,decreased,distend_small,41.0,6.2,cloudy,2.8,yes,2208,0,0,yes,lived
no,adult,534135,38.3,48.0,12.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2.0,decreased,distend_large,41.0,51.0,clear,2.0,no,3111,0,0,no,lived
yes,adult,533847,37.3,60.0,32.0,normal,,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,absent,,45.0,70.0,cloudy,2.0,yes,2208,0,0,no,lived
yes,adult,527563,37.8,52.0,24.0,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,none,slight,more_1_liter,5.7,increased,distend_large,48.0,6.6,clear,3.7,yes,5400,0,0,yes,died
no,adult,5290759,38.1,44.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,7.0,normal,distend_small,41.0,5.3,clear,5.0,no,3111,0,0,yes,lived
yes,adult,530360,38.8,86.0,40.0,cool,reduced,bright_red,more_3_sec,extreme_pain,absent,severe,none,less_1_liter,4.5,absent,distend_small,65.0,7.6,cloudy,3.9,yes,3205,0,0,no,died
yes,adult,529272,38.1,54.0,40.0,normal,normal,bright_pink,less_3_sec,depressed,hypermotile,moderate,significant,none,4.5,,distend_small,41.0,7.2,serosanguious,4.5,yes,2209,0,0,yes,died
no,adult,530242,37.5,48.0,40.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,more_1_liter,1.5,absent,distend_large,40.0,7.5,clear,2.4,no,31110,0,0,yes,lived
yes,adult,529172,38.4,56.0,40.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,none,slight,less_1_liter,7.0,,,47.0,7.5,clear,2.0,no,8300,0,0,no,lived
yes,adult,527883,38.1,64.0,90.0,warm,normal,normal_pink,less_3_sec,depressed,hypomotile,none,slight,less_1_liter,5.0,normal,distend_large,36.0,7.5,clear,3.3,yes,31110,0,0,yes,lived
yes,young,5290409,39.4,164.0,84.0,cool,normal,dark_cyanotic,more_3_sec,depressed,absent,severe,slight,more_1_liter,5.0,,,48.0,7.6,serosanguious,5.2,yes,2300,0,0,yes,died
yes,adult,534784,38.0,48.0,24.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,2.0,normal,,37.0,56.0,clear,2.0,yes,7111,0,0,no,lived
yes,adult,528247,38.3,96.0,68.0,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,,none,3.0,normal,,52.0,7.2,serosanguious,3.9,yes,2209,0,0,yes,died
yes,adult,534163,38.3,45.0,40.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,none,none,2.0,decreased,distend_large,42.0,64.0,cloudy,2.0,yes,3205,0,0,yes,lived
yes,adult,5301219,39.9,96.0,24.0,cool,reduced,,,extreme_pain,absent,moderate,none,more_1_liter,6.0,absent,distend_large,45.0,7.5,serosanguious,2.3,yes,3205,0,0,yes,died
yes,adult,534784,37.9,48.0,20.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_large,46.0,82.0,serosanguious,2.0,yes,2208,0,0,no,lived
yes,adult,527706,38.5,60.0,16.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,41.0,7.0,cloudy,2.6,yes,3205,0,0,no,lived
yes,adult,534556,38.2,84.0,40.0,cool,normal,pale_cyanotic,less_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,absent,distend_small,46.0,81.0,cloudy,2.0,no,2208,0,0,no,euthanized
yes,adult,534784,38.2,96.0,42.0,normal,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,42.0,71.0,clear,2.0,yes,2206,0,0,no,lived
yes,adult,530526,36.1,136.0,96.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,none,4.3,absent,distend_large,47.0,6.0,serosanguious,3.9,yes,6111,0,0,yes,lived
